OverallRating,ReviewHeader,TypeOfTraveller,SeatType,DateFlown,SeatComfort,CabinStaffService,GroundService,Aircraft,Food&Beverages,Departure,Destination
6.5,"""learned my lesson about late BA upgrades""",Couple Leisure,Premium Economy,Dec,3.0,4.0,3.0,Boeing 777,3.0,London,Boston
3.0,"""No curtain between business and economy class""",Solo Leisure,Business Class,Nov,2.0,1.0,2.0,A320,1.0,London,Prague
2.7,"""couldn't even order any food / drink""",Family Leisure,Economy Class,Dec,3.0,2.0,3.0,A350,1.0,Cairo,London
1.1,"""My bag never showed up""",Business,Economy Class,Dec,1.0,1.0,1.0,Boeing 787-9,1.0,Denver,London
8.2,"""eventually make good on their promise""",Solo Leisure,Business Class,Jun,3.0,5.0,4.0,A320,5.0,London,Marrakech
1.3,"""Extremely sub-par service""",Solo Leisure,Economy Class,Nov,2.0,1.0,3.0,A380,2.0,San Francisco,London
6.8,"""the service was excellent""",Solo Leisure,Business Class,Nov,3.0,4.0,3.0,A320,4.0,London,Lisbon
6.3,"""I thoroughly enjoyed my flight""",Solo Leisure,Economy Class,Jan,4.0,4.0,4.0,Boeing 787,4.0,Montreal,Heathrow
1.8,"""wouldn't let me check-in until 24 hours before""",Solo Leisure,Economy Class,Nov,2.0,3.0,1.0,A350,3.0,Miami,London
4.0,"""Will honestly never fly them again if I can help it""",Solo Leisure,Premium Economy,Nov,3.0,2.0,4.0,Boeing 767,1.0,Amman Jordan,London
0.8,"""Very unprofessional for a renowned airline like BA""",Solo Leisure,Economy Class,Aug,1.0,1.0,1.0,Boeing 787-9,1.0,Dusseldorf,Los Angeles
1.7,"""lounge was overcrowded and worn out""",Solo Leisure,Business Class,Nov,4.0,2.0,1.0,Boeing 777,1.0,London,Cape Town
0.6,"""very uncomfortable trip""",Solo Leisure,Economy Class,Nov,2.0,5.0,2.0,Boeing 787-9,2.0,Milan,London
5.6,"""rate this just as a mediocre journey""",Solo Leisure,Economy Class,Nov,1.0,3.0,2.0,Boeing 787-8,3.0,Baltimore,Heathrow
1.8,"""baggage yet to be delivered after 5 weeks""",Couple Leisure,Business Class,Oct,3.0,3.0,1.0,Boeing 747-400,3.0,Dubai,London
5.3,"""under whelmed by the experience""",Solo Leisure,Economy Class,Oct,2.0,1.0,3.0,A320,1.0,Heathrow,Gibraltar
1.6,"""about as abysmal as you can get""",Solo Leisure,Business Class,Oct,3.0,1.0,1.0,Boeing 777,1.0,Heathrow,Nairobi
9.8,"""has returned to full service""",Solo Leisure,Business Class,Oct,5.0,4.0,3.0,A350-1000,5.0,London,Los Angeles
10.0,"""this flight was quite good""",Solo Leisure,Business Class,Oct,3.0,5.0,4.0,A320,5.0,Copenhagen,Heathrow
3.4,"""no attempt to provide fresh or hot foo""",Family Leisure,Economy Class,Oct,1.0,2.0,2.0,A320,1.0,Larnaca,London
10.0,"""A very positive experience""",Couple Leisure,Business Class,Oct,5.0,4.0,5.0,Boeing 787-10,4.0,Atlanta,London
1.1,"""Baggage took 3/4 hour to be delivered""",Solo Leisure,Business Class,Sep,3.0,1.0,3.0,A380,1.0,Madrid,London
8.7,"""cabin crew were very pleasant and helpful""",Solo Leisure,Economy Class,Oct,3.0,5.0,2.0,A380,5.0,London,Washington DC
1.0,"""Very rude and unhelpful staff""",Couple Leisure,Economy Class,Oct,1.0,1.0,1.0,A380,3.0,London,San Francisco
3.5,"""cabin crew were very helping""",Solo Leisure,Economy Class,Oct,2.0,2.0,4.0,A320,1.0,London,Delhi
7.7,"""All in all BA was just fine""",Couple Leisure,Economy Class,Oct,3.0,4.0,4.0,Boeing 777-300,3.0,London,Los Angeles
7.7,"""recommend BA's new Club Class""",Couple Leisure,Business Class,Oct,5.0,5.0,4.0,Boeing 777,3.0,Miami,Heathrow
8.2,"""Would recommend""",Solo Leisure,Business Class,Oct,4.0,4.0,4.0,A380,4.0,Dubai,London
1.5,"""hit the  call button, no response for an hour""",Couple Leisure,Economy Class,Oct,1.0,1.0,4.0,A320 Neo,1.0,London,Cairo
9.4,"""She was attentive, warm, friendly""",Solo Leisure,Business Class,Oct,5.0,5.0,5.0,Boeing 777,5.0,Orlando,Gatwick
2.3,"""cramped single aisle aircraft""",Business,Economy Class,Oct,2.0,4.0,3.0,A321 Neo,1.0,London,Cairo
5.3,"""it was an OK experience""",Couple Leisure,Economy Class,Sep,2.0,4.0,4.0,A380,2.0,Dallas,London
6.5,"""wait for cases at Heathrow T5""",Couple Leisure,Business Class,Sep,4.0,4.0,3.0,A319,4.0,Jersey,Heathrow
8.7,"""cabin crew are usually exceptional""",Couple Leisure,Business Class,Sep,4.0,5.0,3.0,A320,4.0,Heathrow,Jersey
2.8,"""I still found it underwhelming""",Solo Leisure,Business Class,Sep,1.0,3.0,3.0,A320-200,2.0,Istanbul,Heathrow
9.3,"""At least the food tasted good""",Solo Leisure,Business Class,Sep,5.0,4.0,5.0,Boeing 777-200,4.0,Heathrow,New York
9.5,"""Couldn't fault anything"" ",Solo Leisure,Premium Economy,Sep,5.0,5.0,5.0,Boeing 747-400,5.0,Heathrow,Mexico City
9.6,"""personnel was just magnificent""",Solo Leisure,Economy Class,Sep,5.0,5.0,5.0,Boeing 747,5.0,London,Tampa
4.0,"""Should be more snacks on board""",Solo Leisure,Economy Class,Sep,1.0,3.0,4.0,A321,2.0,Sydney,Singapore
5.2,"""Crew were friendly""",Couple Leisure,Economy Class,Sep,4.0,5.0,3.0,A320,1.0,London,Lisbon
1.6,"""very short leg space""",Business,Business Class,Sep,1.0,1.0,1.0,Boeing 767,1.0,London,Istanbul
2.5,"""staff were no help and frankly rude""",Couple Leisure,Economy Class,Sep,4.0,1.0,1.0,A320-200,2.0,London,Manchester
1.0,"""Flight was cancelled at the last minute""",Family Leisure,Economy Class,Aug,4.0,4.0,1.0,Boeing 777,3.0,London,Rome
7.3,"""I have to write a positive review""",Couple Leisure,Business Class,Sep,3.0,5.0,4.0,Boeing 777,5.0,Gatwick,Malaga
4.1,"""I will not be flying BA again""",Couple Leisure,Economy Class,Aug,3.0,2.0,4.0,Boeing 787-8,1.0,Manchester,London
0.3,"""not been recompensed for our expenses""",Couple Leisure,Premium Economy,Apr,2.0,1.0,1.0,A380,2.0,San Francisco,London
10.0,"""she went above and beyond""",Couple Leisure,Economy Class,Aug,3.0,5.0,2.0,Boeing 777-300 ER,4.0,Berlin,London
9.4,"""Hard working crew""",Couple Leisure,Economy Class,Aug,5.0,5.0,3.0,Boeing 787,5.0,Tel Aviv,London
1.4,"""Philippines Airlines require a 24 hr negative covid test""",Solo Leisure,Business Class,Jun,1.0,1.0,1.0,Boeing 747-400,1.0,London,Singapore
1.7,"""not worth the risk of travelling with BA""",Solo Leisure,Economy Class,Jun,1.0,2.0,1.0,A321 Neo,1.0,London,Barcelona
1.9,"""cancelled my return flight""",Business,Business Class,Jun,2.0,2.0,1.0,Boeing 777-300,1.0,Los Angeles,London
10.0,"""staff were so friendly"" ",Couple Leisure,Economy Class,Aug,5.0,5.0,5.0,A319,5.0,Boston,London
9.3,"""amazing at her job""",Couple Leisure,Economy Class,Jul,5.0,5.0,5.0,Boeing 787-8,5.0,London,New York
1.0,"""no food available for the 4 year old""",Family Leisure,Economy Class,Aug,2.0,1.0,4.0,Boeing 777,1.0,Cape Town,Heathrow
8.0,"""We had a nice flight""",Couple Leisure,Premium Economy,May,3.0,5.0,4.0,A380-800,5.0,Dallas,London
0.2,"""2 suitcases lost in 2 flights""",Family Leisure,Economy Class,Jul,1.0,1.0,1.0,Boeing 777-200ER,1.0,London,Amsterdam
0.5,"""Some things just do not change at BA""",Solo Leisure,Business Class,Jun,1.0,1.0,1.0,A320,1.0,London,Marrakesh
2.4,"""has taken a nosedive in my opinion""",Solo Leisure,Economy Class,Jul,3.0,5.0,3.0,Boeing 787-9,3.0,Nairobi,London
8.7,"""A good flight overall""",Family Leisure,Business Class,Jul,4.0,5.0,4.0,A380,4.0,San Francisco,London
1.5,"""get us on a flight 5 days later""",Family Leisure,Economy Class,Jul,2.0,2.0,1.0,A319,2.0,Edinburgh,London
1.4,"""refund process is non responsive""",Couple Leisure,Economy Class,Jun,5.0,5.0,1.0,Boeing 787-8,5.0,Vancouver,London
4.2,"""Seat was very uncomfortable""",Couple Leisure,Economy Class,Jul,1.0,2.0,3.0,A350-1000,3.0,Sao Paulo,Heathrow 
4.5,"""let down by chaotic check-in and boarding""",Couple Leisure,Economy Class,May,3.0,4.0,1.0,A321,1.0,London,Reykjavik
7.4,"""Crew were attentive and charming""",Business,Economy Class,Jul,4.0,5.0,2.0,A321,2.0,Belfast,London
10.0,"""wonderful BA representative""",Couple Leisure,Business Class,Jul,5.0,5.0,5.0,Boeing 787-8,5.0,London,Toronto
8.4,"""Overall a good flight""",Family Leisure,Business Class,Jul,4.0,4.0,5.0,A350,4.0,London,Los Angeles
1.3,"""lack of practical assistance""",Solo Leisure,Premium Economy,Jul,1.0,1.0,1.0,Boeing 787-8,1.0,Nairobi,London
0.4,"""they have no idea where our bags are""",Couple Leisure,Business Class,Jul,4.0,4.0,1.0,Embraer 190,3.0,Dublin,London
4.3,"""Limited TV and movie selections""",Solo Leisure,Premium Economy,Jul,3.0,3.0,1.0,A320,3.0,Venice,Heathrow
5.0,"""cabin crew seemed to really struggle with service""",Couple Leisure,Economy Class,Jun,1.0,3.0,2.0,A350,3.0,Heathrow,Johannesburg
2.0,"""Really not fair to just take our money!""",Couple Leisure,Economy Class,Jul,1.0,1.0,1.0,Boeing 747-400,1.0,London,Paris
1.6,"""Trying to call BA was a nightmare""",Business,Business Class,Jun,3.0,4.0,3.0,Boeing 777-300 ER,4.0,Miami,Paris
1.1,"""flight was delayed over 6 hours""",Family Leisure,Economy Class,Jun,2.0,2.0,1.0,Boeing 777-200ER,1.0,Edmonton,Cairo
1.6,"""No respect with the customer!""",Couple Leisure,Premium Economy,Jun,2.0,2.0,2.0,Boeing 767,2.0,Amsterdam,London
0.0,"""think twice to take BA in the future""",Family Leisure,Economy Class,Jun,3.0,1.0,1.0,A380,2.0,Belfast,London
5.0,"""I guess BA has selected the lowest budget option""",Business,Economy Class,Jun,1.0,4.0,3.0,A350,1.0,London,Johannesburg
1.6,"""Good old times of being a glamour flying BA has far gone""",Couple Leisure,Economy Class,Jun,1.0,4.0,2.0,A320,1.0,Paris,Heathrow
3.7,"""food choice and quality was poor""",Couple Leisure,Business Class,Jun,2.0,4.0,4.0,Boeing 767,2.0,Portland,London
4.2,"""BA standards continue to slip""",Business,Business Class,Jun,3.0,2.0,2.0,A320,2.0,London,Malaga
0.3,"""Right now do not use British Airways""",Couple Leisure,Economy Class,Jun,1.0,4.0,1.0,Boeing 777-200ER,4.0,Boston,Heathrow
4.4,"""a fairly disappointing experience""",Solo Leisure,Economy Class,Jun,1.0,2.0,2.0,A380,1.0,Vancouver,London
7.3,"""Club Suite seats a huge improvement""",Couple Leisure,Business Class,Jun,4.0,4.0,2.0,Boeing 777-200,3.0,London,san Francisco
5.5,"""BA are putting the 'economy' back in premium economy""",Couple Leisure,Premium Economy,Jun,4.0,3.0,3.0,Boeing 777,2.0,Cancun,Gatwick
4.5,"""no information where my luggage is""",Couple Leisure,Economy Class,Jun,2.0,2.0,1.0,A321 Neo,3.0,Phoenix,London
1.2,"""This airline is a complete disaster""",Family Leisure,Business Class,Jun,1.0,1.0,1.0,Boeing 767,1.0,Dallas,London
10.0,"""the nicest crew I've ever had""",Couple Leisure,Business Class,Jun,5.0,5.0,5.0,A320,5.0,London,Thira
9.1,"""she went above and beyond""",Family Leisure,Economy Class,Apr,5.0,5.0,5.0,Boeing 777,5.0,Islamabad,Gatwick
10.0,"""crew made the flight outstanding""",Solo Leisure,Business Class,Jun,4.0,5.0,2.0,A380,3.0,Vancouver,London
9.5,"""Overall it was a great flight""",Business,Economy Class,May,4.0,5.0,5.0,Boeing 777-300 ER,5.0,London,Boston
8.8,"""provide a hassle free flight to my son""",Solo Leisure,Economy Class,May,4.0,4.0,4.0,A321,4.0,Johannesburg,London
8.9,"""Crew were good but lacked the personal touch""",Couple Leisure,Business Class,Apr,4.0,4.0,3.0,Boeing 777,3.0,Johannesburg,Heathrow
1.7,"""do not recommend this airline""",Couple Leisure,Business Class,May,4.0,3.0,1.0,Boeing 777,3.0,Miami,London
1.1,"""I will never use them again""",Family Leisure,Economy Class,May,1.0,5.0,3.0,Boeing 777-300,1.0,Bridgetown,London
1.7,"""economy style with an unsold middle seat""",Couple Leisure,Business Class,May,2.0,2.0,4.0,Boeing 777-300 ER,1.0,Dubrovnik,London
0.3,"""Amsterdam is the worst airport I have experienced""",Couple Leisure,Economy Class,May,2.0,1.0,1.0,Boeing 777-200ER,1.0,Amsterdam,London
2.0,"""one excuse after another with BA these days""",Solo Leisure,Economy Class,May,3.0,2.0,1.0,A320,1.0,Heathrow,Malaga
2.1,"""Cancelled connection flight""",Solo Leisure,Economy Class,May,1.0,2.0,1.0,Boeing 777-200,2.0,Basel,London
4.4,"""no cabin divider in the aircraft""",Couple Leisure,Business Class,May,2.0,4.0,3.0,A320,3.0,Athens,London
7.9,"""worth the extra money for Premium Economy""",Solo Leisure,Premium Economy,Apr,5.0,4.0,4.0,Boeing 787,4.0,London,Mexico City
0.2,"""decline in customer service""",Business,Economy Class,May,3.0,4.0,1.0,Boeing 777,4.0,Glasgow,New York
10.0,"""Staff very friendly and professional""",Solo Leisure,Premium Economy,May,5.0,5.0,5.0,Boeing 777,5.0,Dubai,London
1.0,"""discrepancy with the baggage allowance""",Solo Leisure,Economy Class,Apr,2.0,1.0,1.0,Boeing 777,2.0,London,Cape Town
10.0,"""thank you for the great service""",Solo Leisure,Economy Class,Apr,5.0,5.0,5.0,A380,5.0,Sao Paulo,London
8.4,"""food was first class, nothing was too much for the staff""",Family Leisure,Business Class,Apr,3.0,5.0,5.0,A321 Neo,5.0,Madrid,Heathrow
9.1,"""Overall a very pleasant trip""",Couple Leisure,Business Class,Apr,4.0,5.0,5.0,A320,5.0,Dubrovnik,Heathrow
0.6,"""have lost all patience with this airline""",Business,Business Class,Apr,1.0,2.0,3.0,Boeing 777,1.0,London,Aberdeen
0.7,"""BA have no intention of resolving this""",Solo Leisure,Business Class,Mar,1.0,1.0,1.0,A320,1.0,Pisa,Heathrow
0.2,"""absolutely shocking service""",Couple Leisure,Economy Class,Apr,1.0,1.0,1.0,Boeing 737 800,1.0,Johannesburg,Durban
1.4,"""was a really bad experience""",Couple Leisure,Economy Class,Apr,3.0,3.0,1.0,A320,1.0,Gothenburg,London
9.7,"""lots of space and privacy, very good seat""",Solo Leisure,Business Class,Mar,5.0,5.0,3.0,Boeing 787,5.0,Chicago,London
1.4,"""been an appalling experience""",Couple Leisure,Economy Class,Apr,2.0,3.0,1.0,Boeing 747-400,2.0,Riyadh,London
7.1,"""The service was very good""",Family Leisure,Economy Class,Apr,4.0,5.0,4.0,A380,4.0,Glasgow,London
3.9,"""BA is becoming more and more shambolic""",Business,Business Class,Apr,2.0,4.0,2.0,A320 Neo,2.0,Malaga,London
10.0,"""Shout out to the help desk at Heathrow""",Couple Leisure,Economy Class,Apr,5.0,5.0,5.0,A380,4.0,Nice,London
0.6,"""watched their decline with great sadness""",Solo Leisure,Economy Class,Mar,1.0,1.0,1.0,A321,1.0,London,Paris
3.8,"""disgraceful that a full fare paying passenger should be treated like this""",Couple Leisure,Business Class,Apr,3.0,2.0,2.0,A320,2.0,Phoenix,London
8.6,"""Generally a positive experience""",Business,Business Class,Apr,5.0,5.0,4.0,Boeing 777-200,5.0,Phoenix,Heathrow
1.3,"""most terrible airline I've dealt with""",Couple Leisure,Economy Class,Apr,1.0,1.0,1.0,A380-800,1.0,Santorini,London
9.8,"""a virtually flawless experience""",Solo Leisure,Business Class,Apr,5.0,5.0,5.0,Embraer,5.0,Edinburgh,London
7.2,"""New Club Suites are amazing""",Solo Leisure,Business Class,Mar,4.0,4.0,2.0,Boeing 777-200ER,4.0,Vancouver,London
7.2,"""Service was good but food not so""",Couple Leisure,Business Class,Mar,2.0,4.0,2.0,A319,2.0,London,Venice
0.0,"""still no refunds 3 months on""",Business,Business Class,Apr,1.0,1.0,1.0,A320,1.0,London,Barcelona
4.6,"""old Club Class a huge disappointment""",Couple Leisure,Business Class,Mar,2.0,3.0,4.0,Boeing 777,3.0,Barbados,Heathrow
4.1,"""Onboard 10/10, getting to be onboard 1/10""",Business,Business Class,Apr,4.0,5.0,1.0,A320,4.0,Geneva,London
1.1,"""Food and service appalling""",Solo Leisure,Economy Class,Apr,1.0,1.0,1.0,A320,1.0,London,Singapore
8.9,"""stop nickel and diming""",Couple Leisure,Business Class,Mar,4.0,5.0,4.0,Boeing 777,4.0,London,Barbados
4.0,"""you can and need to do better than this""",Couple Leisure,Business Class,Mar,3.0,3.0,3.0,Boeing 777,1.0,Cape Town,Heathrow
1.6,"""the limited food served was bland""",Couple Leisure,Economy Class,Mar,3.0,1.0,2.0,A320,1.0,Sydney,Heathrow
0.0,"""Complete and utter chaos""",Business,Business Class,Mar,2.0,1.0,1.0,A320,2.0,London,Malaga
0.9,"""There is no customer support""",Couple Leisure,Economy Class,Mar,2.0,1.0,1.0,Boeing 787-8,2.0,Austin,Dublin
2.6,"""packed-like-sardines Club World product""",Couple Leisure,Business Class,Mar,2.0,1.0,3.0,Boeing 777-200,1.0,Cape Town,London
3.6,"""I couldn't check in online""",Couple Leisure,Economy Class,Mar,3.0,3.0,1.0,Boeing 747-400,1.0,Heathrow,Funchal
2.7,"""If I had the option I would not fly BA""",Couple Leisure,Economy Class,Mar,4.0,1.0,1.0,Boeing 787-9,1.0,London,Austin
4.9,"""The food was awful""",Couple Leisure,Premium Economy,Mar,3.0,2.0,4.0,Boeing 767,1.0,Dubai,Heathrow
3.2,"""really can't believe they have the audacity to call this First Class""",Solo Leisure,First Class,Mar,5.0,1.0,2.0,Boeing 787-900,1.0,Singapore,London
3.5,"""overall very medium experience""",Family Leisure,Economy Class,Mar,3.0,4.0,3.0,A350,3.0,Dublin,London
1.1,"""Ryanair has more finesse""",Couple Leisure,Economy Class,Feb,1.0,3.0,1.0,A380-800,1.0,Heathrow,Cairo
3.4,"""never use BA again for a long haul flight""",Couple Leisure,Premium Economy,Mar,4.0,2.0,4.0,A380,2.0,Male,London
0.6,"""can't be reached on the phone""",Business,Economy Class,Mar,2.0,2.0,1.0,Boeing 787,1.0,Copenhagen,London
0.9,"""downgraded at airport check in""",Family Leisure,Premium Economy,Mar,1.0,3.0,1.0,Boeing 767,3.0,New York,London
1.6,"""Absolutely shambolic customer service""",Business,Business Class,Aug,3.0,5.0,1.0,A321 Neo,2.0,Heathrow,Sofia
1.1,"""worst customer service""",Family Leisure,Economy Class,Oct,2.0,3.0,1.0,Boeing 777,2.0,Athens,London
6.0,"""First time using BA premium and likely my last""",Solo Leisure,Premium Economy,Feb,3.0,3.0,2.0,Boeing 777,2.0,Cape Town,London
1.0,"""the most shambolic customer support""",Business,Business Class,Mar,3.0,4.0,2.0,Boeing 787-8,1.0,Bangalore,London
4.1,"""smacks of continued cost-cutting""",Couple Leisure,Business Class,Mar,3.0,3.0,3.0,Boeing 777-200,2.0,London,Cape Town
4.5,"""continues to go downhill""",Couple Leisure,Business Class,Feb,1.0,3.0,3.0,A320,1.0,Lisbon,London
9.8,"""this flight was excellent""",Solo Leisure,Premium Economy,Feb,4.0,5.0,4.0,A350,5.0,Vancouver,London
4.5,"""scrapped the mandatory wearing of face masks""",Business,Business Class,Feb,3.0,3.0,3.0,A320,2.0,London,Malaga
1.2,"""got it all wrong with 6 hours delay""",Business,Economy Class,Feb,2.0,3.0,1.0,A322,1.0,London,Athens
10.0,"""T5 arrivals lounge was excellent""",Family Leisure,Business Class,Feb,4.0,5.0,5.0,Boeing 787-9,4.0,Washington DC,London
1.8,"""minimal leg room in economy""",Couple Leisure,Economy Class,Jan,1.0,2.0,1.0,Boeing 767,1.0,Accra,London
9.4,"""BA got everything right""",Family Leisure,Business Class,Feb,4.0,5.0,5.0,Boeing 787-9,5.0,London,Washington DC
10.0,"""cabin crews remain the best in the business""",Solo Leisure,Business Class,Dec,5.0,5.0,4.0,Boeing 777-200,5.0,Washington DC,London
9.0,"""think that BA are getting their mojo back again""",Couple Leisure,Business Class,Jan,4.0,5.0,5.0,Boeing 787-9,4.0,Atlanta,Heathrow
8.5,"""Performance of the flight deck was up to its usual high standard""",Couple Leisure,Business Class,Jan,3.0,4.0,3.0,Boeing 777,2.0,Cape Town,Heathrow
5.5,"""BA has a lot to do to regain its standing""",Couple Leisure,Business Class,Jan,2.0,4.0,3.0,Boeing 777,3.0,Heathrow,Orlando
1.0,"""Utterly appalling company""",Couple Leisure,Economy Class,Jan,2.0,1.0,1.0,A380,1.0,Heathrow,Dubai
3.4,"""I said I wanted 20-25% back off my holiday""",Solo Leisure,Economy Class,Nov,3.0,4.0,1.0,Boeing 767,4.0,New York,London
5.1,"""return trip was disappointing""",Couple Leisure,Business Class,Jan,3.0,2.0,4.0,Boeing 737-800,3.0,Cape Town,Durban
9.4,"""staff was very kind and friendly""",Solo Leisure,Economy Class,Jan,5.0,5.0,5.0,A321 Neo,5.0,Durban,Cape Town
0.3,"""complete disregard for your passengers""",Solo Leisure,Business Class,Jan,4.0,2.0,1.0,Boeing 787,1.0,Bangalore,London
2.1,"""decline into a sub-par service""",Business,Economy Class,Jan,1.0,1.0,1.0,Boeing 787-8,2.0,New York,London
1.6,"""very basic generic airline""",Business,Economy Class,Jan,1.0,4.0,1.0,Boeing 767,1.0,Las Vegas,London
0.3,"""doors cannot close till take off""",Couple Leisure,Business Class,Oct,2.0,1.0,1.0,Boeing 777-300,1.0,London,Dubai
3.9,"""a pretty poor show by BA""",Business,Business Class,Dec,2.0,1.0,2.0,A319,1.0,Glasgow,Heathrow
6.2,"""seats are a huge improvement""",Couple Leisure,Business Class,Dec,3.0,3.0,4.0,Boeing 777,2.0,London,Cape Town
8.6,"""Very nice return flight with BA""",Solo Leisure,Business Class,Dec,4.0,5.0,5.0,A320-200,4.0,Edinburgh,London
8.1,"""Overall a very lovely flight""",Solo Leisure,Business Class,Dec,4.0,5.0,3.0,A320-200,5.0,London,Edinburgh
2.4,"""the legroom was appalling""",Family Leisure,Economy Class,Dec,1.0,4.0,2.0,A380,1.0,Heathrow,Los Angeles
9.0,"""friendly and keen to please""",Business,Economy Class,Dec,5.0,5.0,5.0,Boeing 777,4.0,London,St Lucia
8.1,"""Food and drinks choices and tastes amazing""",Couple Leisure,First Class,Nov,4.0,5.0,4.0,Boeing 787,5.0,London,Chicago
2.8,"""BA hang your head in shame""",Solo Leisure,Business Class,Dec,1.0,2.0,1.0,A320,3.0,London,Istanbul
5.1,"""just used the new Club World""",Couple Leisure,Business Class,Dec,4.0,2.0,1.0,Boeing 777,3.0,Dubai,London Heaathrow
1.9,"""certainly make us avoid BA in future""",Couple Leisure,Business Class,Dec,1.0,5.0,5.0,Boeing 777,3.0,Gatwick,Cancun
3.4,"""I am still waiting for an answer""",Business,Business Class,Aug,1.0,2.0,2.0,Boeing 777-300 ER,2.0,Kingston,London
1.2,"""BA did nothing to ease the process""",Family Leisure,Business Class,Jan,1.0,1.0,1.0,Boeing 777-200ER,1.0,London,Delhi
